Nº da Medida,Ementa,Situação
"3, de 26.9.2001
Publicada no DOU de 27.9.2001
Exposição de Motivos","Estabelece normas para registro do resultado líquido negativo decorrente do ajuste dos valores em reais de obrigações e créditos, e dá outras providências.","Convertida
Lei nº 10.305, de 2001"
"2, de 24.9.2001
Publicada no DOU de 25.9.2001
Exposição de Motivos",Dispõe sobre a assunção pela União de responsabilidades civis perante terceiros no caso de atentados terroristas ou atos de guerra contra aeronaves de empresas aéreas brasileiras.,"Convertida
Lei nº 10.309, de 2001"
"1, de 19.9.2001
Publicada no DOU de 20.9.2001
Exposição de Motivos","Abre crédito extraordinário, em favor do Ministério da Integração Nacional, no valor de R$ 154.000.000,00, para os fins que especifica.","Convertida
Lei nº 10.296, de 2001"
"342, de 29.12.2006
Publicada no DOU de 2.1.2007
Exposição de Motivos
Prorrogação de prazo","Altera e acresce dispositivos à Lei no 11.438, de 29 de dezembro de 2006, que dispõe sobre incentivos e benefícios para fomentar as atividades de caráter desportivo.","Convertida
Lei nº 11.472 de 2007."
"341, de 29.12.2006
Publicada no DOU de 29.12.2006 - Ed. extra
Exposição de Motivos
Prorrogação de prazo","Altera as Leis nos 9.657, de 3 de junho de 1998, 10.480, de 2 de julho de 2002, 11.314, de 3 de julho de 2006, 11.344, de 8 de setembro de 2006, 11.355, 11.356, 11.357 e 11.358, de 19 de outubro de 2006, 8.025, de 12 de abril de 1990, e 8.112, de 11 de dezembro de 1990, e dá outras providências.","Convertida
Lei nº 11.490 de 2007."
"340, de 29.12.2006
Publicada no DOU de 29.12.2006 - Ed. extra
Exposição de Motivos
Prorrogação de prazo","Efetua alterações na tabela do imposto de renda da pessoa física, dispõe sobre o desconto de crédito na apuração da Contribuição Social sobre o Lucro Líquido - CSLL, dispõe sobre a redução a zero da alíquota da CPMF nas hipóteses que menciona, altera as Leis nos 10.260, de 12 de julho de 2001, que dispõe sobre o Fundo de Financiamento ao Estudante do Ensino Superior, 11.128, de 28 de julho de 2005, que dispõe sobre o Programa Universidade para Todos - PROUNI, e 6.194, de 19 de dezembro de 1974, que dispõe sobre o Seguro Obrigatório de Danos Pessoais causados por veículos automotores de via terrestre, ou por sua carga, a pessoas transportadas ou não (DPVAT), prorroga o prazo de que trata o art. 19 da Lei no 11.314, de 3 de julho de 2006, e dá outras providências.","Convertida
Lei nº 11.482, de 2007"
"339, de 28.12.2006
Publicada no DOU de 29.12.2006
Exposição de Motivos
Prorrogação de prazo",Regulamenta o art. 60 do Ato das Disposições Constitucionais Transitórias e dá outras providências.,"Convertida
Lei nº 11.494, de 2007"
"338, de 28.12.2006
Publicada no DOU de 28.12.2006 - Ed. extra
Exposição de Motivos
Prorrogação de prazo","Abre crédito extraordinário ao Orçamento de Investimento para 2006, em favor de diversas empresas estatais, no valor total de R$ 7.457.585.977,00, e reduz o Orçamento de Investimento de diversas empresas no valor global de R$ 8.808.952.888,00, para os fins que especifica.","Encerramento de tramitação
Comunicado"
"337, de 28.12.2006
Publicada no DOU de 28.12.2006 - Ed.extra
Exposição de Motivos
Prorrogação de prazo","Abre crédito extraordinário, em favor dos Ministérios da Educação, da Saúde, dos Transportes e das Cidades, no valor de R$ 506.528.000,00, para os fins que especifica.","Convertida
Lei nº 11.470 de 2007."
"336, de 26.12.2006
Publicada no DOU de 27.12.2006.
Exposição de Motivos
Prorrogação de prazo","Abre crédito extraordinário, em favor da Presidência da República e dos Ministérios de Minas e Energia, dos Transportes, do Esporte, da Integração Nacional e das Cidades, no valor global de R$ 385.263.657,00, para os fins que especifica.","Convertida
Lei nº 11.463 de 2007."
"335, de 23.12.2006
Publicada no DOU de 26.12.2006.
Exposição de Motivos
Prorrogação de prazo","Dá nova redação a dispositivos das Leis nos 9.636, de 15 de maio de 1998, 8.666, de 21 de junho de 1993, 11.124, de 16 de junho de 2005, e dos Decretos-Leis nos 9.760, de 5 de setembro de 1946, 271, de 28 de fevereiro de 1967, e 1.876, de 15 de julho de 1981, prevê medidas voltadas à regularização fundiária de interesse social em imóveis da União, e dá outras providências.","Convertida
Lei nº 11.481, de 2007"
"334, de 19.12.2006
Publicada no DOU de 20.12.2006.
Exposição de Motivos
Prorrogação de prazo","Autoriza a Superintendência da Zona Franca de Manaus - SUFRAMA a efetuar doação de área ao Governo do Estado do Amazonas, objeto de ocupação, localizada na Área de Expansão do Distrito Industrial, para atender ao interesse público e social.","Convertida
Lei nº 11.462 de 2007."
"333, de 14.12.2006
Publicada no DOU de 15.12.2006.
Exposição de Motivos
Prorrogação de prazo","Abre crédito extraordinário, em favor da Presidência da República e dos Ministérios da Fazenda, da Educação, do Desenvolvimento, Indústria e Comércio Exterior, da Justiça, da Previdência Social, da Saúde, do Planejamento, Orçamento e Gestão, da Defesa e da Integração Nacional, no valor global de R$ 690.987.595,00, para os fins que especifica.","Convertida
Lei nº 11.461 de 2007."
"332, de 7.12.2006
Publicada no DOU de 8.12.2006.
Exposição de Motivos","Abre crédito extraordinário, em favor dos Ministérios da Previdência Social, do Trabalho e Emprego e do Desenvolvimento Social e Combate à Fome, no valor global de R$ 9.746.438.066,00, para os fins que especifica.","Convertida
Lei nº 11.456, de 2007"
"331, de 4.12.2006
Publicada no DOU de 5.12.2006.
Exposição de Motivos
Prorrogação de prazo","Abre crédito extraordinário, em favor do Ministério da Integração Nacional, no valor de R$ 70.000.000,00, para os fins que especifica.","Convertida
Lei nº 11.455, de 2007"
"330, de 9.11.2006
Publicada no DOU de 10.11.2006.
Exposição de Motivos
Prorrogação de prazo","Abre crédito extraordinário ao Orçamento de Investimento para 2006, em favor de empresas do Grupo ELETROBRÁS, no valor total de R$ 106.726.769,00, para os fins que especifica.","Convertida
Lei nº 11.454, de 2007"
"329, de 1º.11.2006
Publicada no DOU de 3.11.2006.
Exposição de Motivos
Prorrogação de prazo","Autoriza o Ministério da Defesa a efetuar contratação de pessoal, por prazo determinado, imprescindível ao controle do tráfego aéreo.","Convertida
Lei nº 11.458, de 2007"
"328, de 1º.11.2006
Publicada no DOU de 3.11.2006.
Exposição de Motivos
Prorrogação de prazo","Dispõe sobre a prestação de auxílio financeiro pela União aos Estados e aos Municípios, no exercício de 2006, com o objetivo de fomentar as exportações do País.","Convertida
Lei nº 11.452, de 2007"
"327, de 31.10.2006
Publicada no DOU de 1º.11.2006.
Exposição de Motivos
Prorrogação de prazo","Dispõe sobre o plantio de organismos geneticamente modificados em unidades de conservação, acrescenta dispositivos à Lei no 9.985, de 18 de julho de 2000, e dá outras providências.","Convertida
Lei nº 11.460, de 2007"
"326, de 31.10.2006
Publicada no DOU de 1º.11.2006.
Exposição de Motivos
Prorrogação de prazo","Abre crédito extraordinário, em favor de Operações Oficiais de Crédito, no valor de R$ 1.000.000.000,00, para o fim que especifica.","Convertida
Lei nº 11.453, de 2007"
"325, de 11.10.2006
Publicada no DOU de 13.10.2006.
Exposição de Motivos
Prorrogação de prazo","Abre crédito extraordinário, em favor do Ministério da Integração Nacional, no valor de R$ 13.000.000,00, para os fins que especifica.","Convertida
Lei nº 11.389, de 2006"
"324, de 4.10.2006
Publicada no DOU de 5.10.2006.
Exposição de Motivos
Prorrogação de prazo","Abre crédito extraordinário, em favor dos Ministérios da Agricultura, Pecuária e Abastecimento, da Fazenda, da Justiça, da Previdência Social, do Trabalho e Emprego, dos Transportes, da Defesa, do Desenvolvimento Social e Combate à Fome e das Cidades, no valor global de R$ 1.504.324.574,00, para os fins que especifica.","Convertida
Lei nº 11.388, de 2006"
"323, de 14.9.2006
Publicada no DOU de 15.9.2006.
Exposição de Motivos
Prorrogação de prazo","Autoriza a União a efetuar contribuição à Organização Mundial da Saúde - OMS, destinada a apoiar a viabilização da Central Internacional para a Compra de Medicamentos contra a AIDS, malária e tuberculose (CICOM/UNITAID), no valor de até R$ 13.200.000,00.","Convertida
Lei nº 11.387, de 2006"
"322, de 14.9.2006
Publicada no DOU de 15.9.2006.
Exposição de Motivos
Prorrogação de prazo","Abre crédito extraordinário, em favor dos Ministérios das Relações Exteriores e da Defesa, no valor global de R$ 24.528.000,00, para os fins que especifica.","Convertida
Lei nº 11.386, de 2006"
"321, de 12.9.2006
Publicada no DOU de 13.9.2006.
Exposição de Motivos
Prorrogação de prazo","Acresce art. 18-A à Lei no 8.177, de 1o de março de 1991, que estabelece regras para a desindexação da economia.","Convertida
Lei nº 11.434, de 2006"
"320, de 24.8.2006
Publicada no DOU de 25.8.2006.
Exposição de Motivos
Prorrogação de prazo","Dispõe sobre a movimentação e armazenagem de mercadorias importadas ou despachadas para exportação, o alfandegamento de locais e recintos, a licença para explorar serviços de movimentação e armazenagem de mercadorias em Centro Logístico e Industrial Aduaneiro, altera a legislação aduaneira e dá outras providências.","Rejeitada
Ato Declaratório do
Congresso Nacional"
"319, de 24.8.2006
Publicada no DOU de 25.8.2006.
Exposição de Motivos
Prorrogação de prazo","Institui o Regime Jurídico dos Servidores do Serviço Exterior Brasileiro, altera a Lei no 8.829, de 22 de dezembro de 1993, que cria, no Serviço Exterior Brasileiro, as Carreiras de Oficial de Chancelaria e de Assistente de Chancelaria, e dá outras providências.","Convertida
Lei nº 11.440, de 2006"
"318, de 22.8.2006
Publicada no DOU de 23.8.2006.
Exposição de Motivos
Prorrogação de prazo","Abre crédito extraordinário no valor global de R$ 858.478.335,00, em favor da Presidência da República, dos Ministérios da Educação, da Justiça, das Relações Exteriores, da Defesa e de Operações Oficiais de Crédito, para os fins que especifica.","Convertida
Lei nº 11.385, de 2006"
"317, de 16.8.2006
Publicada no DOU de 17.8.2006.
Exposição de Motivos
Prorrogação de prazo","Altera dispositivos da Lei no 11.322, de 13 de julho de 2006, que dispõe sobre a renegociação de dívidas oriundas de operações de crédito rural contratadas na área de atuação da Agência de Desenvolvimento do Nordeste - ADENE, e dá outras providências.","Convertida
Lei nº 11.420, de 2006"
"316, de 11.8.2006
Publicada no DOU de 11.8.2006.
Exposição de Motivos
Prorrogação de prazo","Altera as Leis nos 8.212 e 8.213, ambas de 24 de julho de 1991, e 9.796, de 5 de maio de 1999, e aumenta o valor dos benefícios da previdência social.","ConvertidaLei nº 11.430, de 2006"
"315, de 3.8.2006
Publicada no DOU de 4.8.2006
Exposição de Motivos
Prorrogação de prazo","Dispõe sobre operações de câmbio, sobre registro de capitais estrangeiros, sobre o pagamento em lojas francas localizadas em zona primária de porto ou aeroporto, sobre a tributação do arrendamento mercantil de aeronaves, sobre a novação dos contratos celebrados nos termos do § 1o do art. 26 da Lei no 9.491, de 9 de setembro de 1997, altera o Decreto no 23.258, de 19 de outubro de 1933, a Lei no 4.131, de 3 de setembro de 1962, o Decreto-Lei no 1.455, de 7 de abril de 1976, e revoga dispositivo da Medida Provisória no 303, de 29 de junho de 2006.","Convertida
Lei nº 11.371, de 2006"
"314, de 31.7.2006
Publicada no DOU de 1.8.2006
Exposição de Motivos
Prorrogação de prazo","Abre crédito extraordinário, em favor dos Ministérios dos Transportes, do Desenvolvimento Agrário e da Integração Nacional, no valor global de R$ 698.797.766,00, para os fins que especifica.","Convertida
Lei nº 11.370, de 2006"
"313, de 25.7.2006
Publicada no DOU de 26.7.2006
Exposição de Motivos
Prorrogação de prazo","Abre crédito extraordinário, em favor do Ministério da Integração Nacional, no valor de R$ 10.000.000,00, para o fim que especifica.","Convertida
Lei nº 11.369, de 2006"
"312, de 19.7.2006
Publicada no DOU de 20.7.2006
Exposição de Motivos
Prorrogação de prazo","Prorroga, para o trabalhador rural empregado, o prazo previsto no art. 143 da Lei nº 8.213, de 24 de julho de 1991.","Convertida
Lei nº 11.368, de 2006"
"311, de 13.7.2006
Publicada no DOU de 14.7.2006
Exposição de Motivos
Prorrogação de prazo","Abre crédito extraordinário, em favor dos Ministérios da Justiça e da Integração Nacional, no valor global de R$ 208.000.000,00, para os fins que especifica.","Convertida
Lei nº 11.367, de 2006"
"310, de 13.7.2006
Publicada no DOU de 14.7.2006
Exposição de Motivos
Prorrogação de prazo","Abre crédito extraordinário ao Orçamento de Investimento para 2006, em favor da Empresa Brasileira de Hemoderivados e Biotecnologia - HEMOBRÁS, no valor total de R$ 14.875.000,00, para os fins que especifica.","Convertida
Lei nº 11.366, de 2006"
"309, de 4.7.2006
Publicada no DOU de 5.7.2006 - Ed. extra
Exposição de Motivos
Prorrogação de prazo","Altera os valores constantes do Anexo II da Lei no 10.862, de 20 de abril de 2004, que dispõe sobre a criação do Plano Especial de Cargos da Agência Brasileira de Inteligência - ABIN.","Convertida
Lei nº 11.362, de 2006"
"308, de 29.6.2006
Publicada no DOU de 30.6.2006
Exposição de Motivos
Prorrogação de prazo",Fixa o subsídio dos cargos das Carreiras de Delegado de Polícia do Distrito Federal e de Polícia Civil do Distrito Federal.,"Convertida
Lei nº 11.361, de 2006"
"307, de 29.6.2006
Publicada no DOU de 30.6.2006
Exposição de Motivos
Prorrogação de prazo","Altera a Lei no 11.134, de 15 de julho de 2005, no tocante aos valores da Vantagem Pecuniária Especial - VPE devida aos militares da Polícia Militar do Distrito Federal e do Corpo de Bombeiros Militar do Distrito Federal.","Convertida
Lei nº 11.360, de 2006"
